term,estimate,std_error,conf_low,conf_high,t_stat,p_value,relative_time,pre_period,treatment_group
-35,-0.25556952015375267,0.38903121749175706,-1.0180707064375965,0.5069316661300911,-0.6569383346701934,0.5112205678629596,-35,True,beef
-34,-0.15162270716546278,0.15492576517490778,-0.455277206908282,0.15203179257735644,-0.9786797373198969,0.32773824697453324,-34,True,beef
-33,-0.07419983231892746,0.27676073694841347,-0.6166508767378178,0.4682512120999629,-0.2681010071625798,0.7886215706001032,-33,True,beef
-32,-0.012834389467690333,0.19074862736087142,-0.3867016990949983,0.36103292015961763,-0.06728430838670911,0.9463553686715761,-32,True,beef
-31,0.1530163160524164,0.26563384020920966,-0.36762601075763457,0.6736586428624673,0.5760422539985974,0.5645866215836336,-31,True,beef
-30,-0.005688343346182734,0.1533560781992463,-0.3062662566167055,0.29488956992434,-0.03709238924845361,0.9704113403541448,-30,True,beef
-29,0.03448152714668695,0.14101020762223423,-0.24189847979289214,0.31086153408626604,0.24453213514203753,0.8068187169817749,-29,True,beef
-28,0.07594581249443988,0.1509153063177399,-0.21984818788833027,0.37173981287721003,0.5032346575538346,0.6147993007205061,-28,True,beef
-27,0.6489950411240909,0.3368640785003238,-0.011258552736543748,1.3092486349847254,1.9265783517593642,0.054032198684355104,-27,True,beef
-26,0.20299343478176202,0.1554956955071565,-0.10177812841226475,0.5077649979757888,1.3054601551489218,0.1917362063139923,-26,True,beef
-25,-0.03226258733177989,0.1360055196618961,-0.2988334058690963,0.2343082312055365,-0.23721527929148242,0.8124897834051107,-25,True,beef
-24,-0.021567129309355337,0.14366638871912105,-0.3031532511988326,0.2600189925801219,-0.15011951996316097,0.8806703197948105,-24,True,beef
-23,-0.0766032195330193,0.2277033820477755,-0.5229018483466592,0.36969540928062067,-0.33641669633587973,0.7365566606179638,-23,True,beef
-22,0.062401428641305934,0.13774919757464307,-0.20758699860499447,0.33238985588760633,0.4530075654886632,0.6505432937878901,-22,True,beef
-21,-0.024938327727322074,0.14152792240773132,-0.30233305564647545,0.2524564001918313,-0.17620782742416458,0.8601306716102475,-21,True,beef
-20,0.14039858956916906,0.4437950118720338,-0.7294396337000172,1.0102368128383552,0.31635909781169946,0.7517299590565929,-20,True,beef
-19,-0.11806272282325403,0.19949675822437532,-0.5090763689430297,0.2729509232965216,-0.5918027133577184,0.5539827060353073,-19,True,beef
-18,0.4612155220923244,0.46694441285871985,-0.4539955271107665,1.3764265712954153,0.9877311075823306,0.3232843553394327,-18,True,beef
-17,0.20288432694513625,0.1798382908366765,-0.14959872309474964,0.5553673769850221,1.1281486606731013,0.2592571414888828,-17,True,beef
-16,-0.042283540704938005,0.15193889973527705,-0.34008378418608104,0.25551670277620503,-0.2782930558178884,0.7807874063146778,-16,True,beef
-15,-0.17122064456670683,0.2210096603171771,-0.6043995787883739,0.26195828965496026,-0.7747201833665702,0.4385050219279168,-15,True,beef
