estimator,estimate,std_error,p_value,conf_low,conf_high,observations,units,periods,pre_treated_average,pre_rmse,time_window,treatment_series,inference
country_sdid_HICP,.0156655,.0292872,.59272426,-.041736357,.07306736,810,27,30,122.2133333333333,.0099884672,2023m4-2025m9,Denmark,placebo
