month,synthetic,treated,gap,synthetic_aligned,sq_full,sq_recent
2010m1,1.129601058876945,1.334129750839151,.2045286919622062,1.247719947018543,.007466654196316,
2010m2,1.088173202132896,1.112060798653174,.0238875965202787,1.206292090274494,.0088795363206221,
2010m3,1.244954940969268,1.477021856315173,.2320669153459043,1.363073829110866,.0129841529037533,
2010m4,1.216133786992496,1.339874460437541,.1237406734450455,1.334252675134094,.0000316044699981,
2010m5,1.195721381818724,1.410887718951824,.2151663371330998,1.313840269960322,.0094182073557581,
2010m6,1.230870491450356,1.403955294666988,.1730848032166319,1.348989379591954,.0030212518200358,
2010m7,1.103704677769839,1.24233532654578,.1386306487759412,1.221823565911437,.0004207323243206,
2010m8,1.198435491911419,1.438044409003246,.2396089170918267,1.316554380053017,.0147598271343274,
2010m9,1.166042907641136,1.539125668013007,.37308276037187,1.284161795782734,.0650065761426544,
2010m10,1.202753312843854,1.298321681958992,.0955683691151379,1.320872200985452,.0005085259083627,
2010m11,1.207418440586265,1.417465757407522,.2100473168212573,1.325537328727863,.0084508359995112,
2010m12,1.167352743355718,1.022893063961635,-.1444596793940824,1.285471631497316,.0689475041290899,
2011m1,1.104127670144658,1.302646515766148,.1985188456214897,1.222246558286256,.0064641531627684,
2011m2,1.131075723835959,1.332119899150301,.2010441753143413,1.249194611977557,.0068766032526819,
2011m3,1.245448838336973,1.329975378064876,.0845265397279031,1.363567726478571,.0011284458719471,
2011m4,1.220617055749512,1.481633758107487,.2610167023579746,1.33873594389111,.020419785307818,
2011m5,1.251260801191042,1.576533200513924,.3252723993228828,1.36937968933264,.0429125771947346,
2011m6,1.274565720314759,1.40941484203239,.1348491217176313,1.392684608456357,.0002799007155086,
2011m7,1.140079237755726,1.526052707799285,.3859734700435593,1.258198125897324,.0717460770458744,
2011m8,1.186719315230056,1.393012824258624,.206293509028568,1.304838203371654,.0077747637685609,
2011m9,1.223768090921875,1.543441909214186,.3196738182923111,1.341886979063473,.0406243898680588,
2011m10,1.17059438377497,1.393863110207232,.2232687264322617,1.288713271916568,.0110564884925527,
2011m11,1.149704131126889,1.038824967372335,-.1108791637545541,1.267823019268487,.0524401077722328,
2011m12,1.058638628109164,1.116701720226745,.0580630921175811,1.176757516250762,.0036066986360783,
2012m1,1.062774853133841,.8741276889613264,-.1886471641725148,1.180893741275439,.0941054108523851,
2012m2,1.063055247401531,1.346447997387407,.2833927499858762,1.181174135543129,.0273154494089215,
2012m3,1.139980627754823,1.431543996216459,.2915633684616359,1.258099515896421,.030082987753488,
2012m4,1.140450666340352,1.305005153676061,.1645544873357094,1.25856955448195,.0021562648725162,
2012m5,1.20768836826902,1.3209641128091,.11327574454008,1.325807256410618,.0000234560399449,
2012m6,1.135051123330476,1.524738711261741,.3896875879312647,1.253170011472074,.0737495587054501,
2012m7,1.160710026239911,1.401377461564986,.2406674353250751,1.278828914381509,.0150181464167809,
2012m8,1.150299741552314,1.150935150932086,.0006354093797727,1.268418629693912,.0138023677819803,
2012m9,1.093855431156239,1.251090169707752,.1572347385515127,1.211974319297837,.0015300497532908,
2012m10,1.128998722141537,1.20659638816493,.0775976660233928,1.247117610283135,.0016419694419529,
2012m11,1.045667524566494,.7571696468291382,-.2884978777373557,1.163786412708092,.1653371942938599,
2012m12,.9331092318905184,.8160681533107026,-.1170410785798158,1.051228120032117,.0553002099484165,
2013m1,1.048288355182732,1.133819438333791,.0855310831510598,1.16640724332433,.0010619650341013,
2013m2,1.055844521284567,1.147835939641592,.0919914183570252,1.173963409426165,.0006826446773438,
2013m3,1.101752054481438,1.211835116949135,.1100830624676967,1.219870942623036,.0000645744942613,
2013m4,1.131748166064432,1.459677784223637,.3279296181592051,1.24986705420603,.0440205424305212,
2013m5,1.133868464877849,1.331740859978245,.197872395100396,1.251987353019447,.006360621872227,
2013m6,1.111363412507373,1.401917395711491,.2905539832041171,1.229482300648971,.02973386200922,
2013m7,1.063841914174004,1.353612577658907,.2897706634849035,1.181960802315602,.0294643319785086,
2013m8,1.104044709188189,.9778915378057234,-.1261531713824655,1.222163597329787,.0596688390641277,
2013m9,1.06490931601839,1.420690551706758,.3557812356883681,1.183028204159988,.0564833914414417,
2013m10,1.144067964082356,1.264763162885073,.1206951988027172,1.262186852223954,6.63737662260e-06,
2013m11,1.144054184412527,1.12724121964297,-.0168129647695567,1.262173072554125,.0182066049300375,
2013m12,1.012007953479644,1.03110257183331,.019094618353666,1.130126841621242,.0098058060070332,
