month,synthetic,treated,gap,sq_full,sq_recent
2020m1,3.324212181029697,3.671224499461998,.3470123184323004,.0000112799113377,
2020m2,3.202731696968848,3.490428492129749,.2876967951609011,.0039280404538526,
2020m3,3.273614443483327,3.627004009813962,.3533895663306348,9.11248915319e-06,
2020m4,3.151107616887832,3.440418119268624,.2893105023807925,.0037283692701898,
2020m5,3.172013700284187,3.443618073171045,.2716043728868578,.0062041620690092,
2020m6,3.245917042572341,3.698829822736383,.4529127801640422,.010514842036246,
2020m7,3.282133419221063,3.523415059397581,.2412816401765174,.0119004614505759,
2020m8,3.235543254161988,3.688879454113936,.4533361999519481,.0106018578628852,
2020m9,3.345342577768635,3.735285863345249,.3899432855766145,.0015659755713957,
2020m10,3.360012190515775,3.74004770444418,.3800355139284055,.0008799907222062,
2020m11,3.305842119297952,3.688879454113936,.3830373348159846,.0010670975082122,
2020m12,3.30007807826408,3.627004009813962,.3269259315498818,.0005496654370378,
2021m1,3.196962871451816,3.586292823070721,.389329951618905,.0015178095452146,
2021m2,3.166431060756803,3.465735902799727,.2993048420429236,.0026077398606295,
2021m3,3.327647569263171,3.708682062710619,.3810344934474488,.0009402574130318,
2021m4,3.232221978673238,3.499533236283956,.2673112576107171,.0068989002663805,
2021m5,3.245527068054612,3.561046104278467,.3155190362238551,.0012146507607093,
2021m6,3.24387210151109,3.703768029024462,.4598959275133723,.0119957368306706,
2021m7,3.249231915925278,3.417726683613366,.1684947676880877,.0330789189047707,
2021m8,3.292894137982278,3.720862481493877,.4279683435115982,.0060213669087131,
2021m9,3.350640723996552,3.7424202391211,.3917795151245476,.0017146753645301,
2021m10,3.335907411050459,3.658420226965839,.3225128159153803,.0007760715316034,
2021m11,3.404306466860667,3.7658405129107,.3615340460500334,.0001246163575817,
2021m12,3.322259158002252,3.660994289850079,.3387351318478271,.0001353905502971,
2022m1,3.212743379623326,3.588782799628952,.3760394200056258,.0006588741330097,
2022m2,3.183812801890237,3.453789858322546,.269977056432309,.006463166282183,
2022m3,3.330108040060057,3.661251283074902,.3311432430148451,.0003697018839641,
2022m4,3.204878938421875,3.491951698480728,.2870727600588525,.004006651526972,
2022m5,3.271999900937596,3.574590316264942,.3025904153273453,.0022829724562654,
2022m6,3.220696020429663,3.680595188369074,.4598991679394109,.0119964466568263,
2022m7,3.180360341566336,3.406516538080475,.2261561965141397,.0154292866886178,
2022m8,3.293176107144017,3.75840554167195,.4652294345279335,.0131924883849638,
2022m9,3.334727795061115,3.697591356899875,.3628635618387603,.0001560671905308,
2022m10,3.29512135476376,3.673258100334271,.3781367455705107,.0007709434931475,
2022m11,3.354090982655457,3.774598371532413,.4205073888769562,.0049191303883753,
2022m12,3.256295628472027,3.578227222359713,.3219315938876854,.0008087927874046,
2023m1,3.231864923167482,3.579064592364204,.3471996691967223,.0000100565548573,
2023m2,3.156704854970455,3.48553851139641,.3288336564259544,.0004638518423848,
2023m3,3.28339008231758,3.627535795480666,.3441457131630865,.0000387526567985,
2023m4,3.136293933863399,3.445533214944948,.309239281081549,.0016918081299543,.0025657987714298
2023m5,3.269516736438127,3.589059139907401,.3195424034692738,.0009503947406274,.0016281702669092
2023m6,3.219260261555378,3.708191735212441,.4889314736570634,.0191990391239791,.0166509288780964
2023m7,3.15541051240047,3.502248584355232,.3468380719547621,.0000124807069488,.0001704310254328
2023m8,3.253275697481457,3.69957209120093,.4462963937194733,.0092017048811396,.0074655472459732
2023m9,3.241437313797219,3.624074275518873,.3826369617216545,.0010411002647193,.0005172880053092
2023m10,3.342108282845654,3.673511961487725,.3314036786420718,.0003597545891806,.0008116411677444
2023m11,3.338927839074474,3.733852823403605,.3949249843291316,.0019850685371373,.0012272402502849
2023m12,3.219332322503161,3.513334922519476,.2940026000163152,.0031773825776895,.0043415442001429
2024m1,3.279081009477455,3.591266591600212,.3121855821227566,.0014581166958029,.0022759972789446
2024m2,3.216996768930054,3.521938954280619,.3049421853505652,.0020637659666143,.0030195915220239
2024m3,3.213444459515512,3.471655802648677,.2582113431331656,.0084933795641489,.0103391584020416
2024m4,3.253288789139151,3.641263584169348,.3879747950301971,.001414054699534,.000788587472037
2024m5,3.230966843064726,3.59429399485156,.3633271517868342,.0001678650729977,.0000117934302808
2024m6,3.107925948452217,3.56586397301905,.4579380245668334,.0115706913738634,.0096128277497942
2024m7,3.228581644551542,3.524004756942136,.2954231123905937,,
2024m8,3.198608648858484,3.601140523147863,.4025318742893793,,
2024m9,3.264452286305035,3.61872521874228,.3542729324372451,,
2024m10,3.381813648450942,3.704998873530815,.3231852250798739,,
2024m11,3.301862716649492,3.679838694064422,.3779759774149301,,
2024m12,3.23298924720827,3.475686224210575,.2426969770023044,,
2025m1,3.250914797737717,3.643358970750984,.3924441730132666,,
2025m2,3.15346014053319,3.453157132664693,.2996969921315027,,
2025m3,3.19272170932437,3.532517972227533,.3397962629031621,,
2025m4,3.217899569411323,3.495901303251414,.2780017338400911,,
2025m5,3.170158337481504,3.591266591600212,.4211082541187077,,
2025m6,3.133603270361074,3.548467252109883,.4148639817488089,,
2025m7,3.196809881626848,3.498928925507807,.3021190438809587,,
2025m8,3.114136739287045,3.518387635502148,.4042508962151037,,
2025m9,3.252718520270844,3.626738061635355,.3740195413645102,,
