month,synthetic,treated,gap,sq_full,sq_recent
2021m7,4.404425654887464,4.280270725719494,-.12415492916797,.0007203418546981,
2021m8,4.389802088952566,4.276943858220729,-.1128582307318364,.0002415688904607,
2021m9,4.384075705187656,4.267316996289947,-.1167587088977093,.0003780288798246,
2021m10,4.393296759843216,4.277082698901271,-.1162140609419451,.0003571463791666,
2021m11,4.411965364094087,4.286203823496544,-.1257615405975425,.0008091633379401,
2021m12,4.402666768208674,4.306359755748467,-.0963070124602066,1.01753953670e-06,
2022m1,4.434651890047908,4.310664888188185,-.1239870018597227,.0007113559900735,
2022m2,4.462134399884329,4.350664958230868,-.111469441653461,.0002003271542162,
2022m3,4.461277588517248,4.383275854074314,-.0780017344429345,.0003730309693316,
2022m4,4.490962350599006,4.441002839774179,-.0499595108248263,.0022426128307443,
2022m5,4.505983590513369,4.474833684260088,-.0311499062532814,.0043779180989805,
2022m6,4.532301115241093,4.509870006133767,-.0224311091073259,.0056077085591429,
2022m7,4.551033768080628,4.531846521569248,-.0191872465113798,.006104062136662,
2022m8,4.550843305660743,4.526884267589547,-.0239590380711965,.0053812063205296,
2022m9,4.525047272059613,4.517322095414896,-.0077251766447173,.0080264697783436,
2022m10,4.5390593421312,4.498030310430188,-.0410290317010116,.003168193993556,
2022m11,4.539932172959816,4.455393260669863,-.0845389122899523,.0001632474312996,
2022m12,4.527149874933161,4.44229825301545,-.0848516219177116,.0001553543419676,
2023m1,4.556746119888299,4.458640393292194,-.0981057265961045,6.24072331947e-07,
2023m2,4.563480713812533,4.447463189958055,-.1160175238544783,.0003497565656961,
2023m3,4.559695646203845,4.434856248318414,-.124839397885431,.0007575515172751,
2023m4,4.574149037680255,4.437224795138644,-.1369242425416104,.0015688331481871,.0002999909738234
2023m5,4.571499618478762,4.444884056054749,-.1266155624240124,.0008584793533675,.0000491620773046
2023m6,4.577073144885661,4.46118433545971,-.1158888094259511,.0003449587553151,.0000138026040811
2023m7,4.595423190994261,4.463260939805398,-.1321622511888627,.0012142790557558,.0001577097977226
2023m8,4.577277888915752,4.459103409853308,-.1181744790624437,.0004350868239112,2.04351590480e-06
2023m9,4.561856730937698,4.433194921248282,-.1286618096894152,.0009825758274517,.0000820440063834
2023m10,4.562911423816716,4.437579593794131,-.125331830022585,.0007849010699888,.000032808093689
2023m11,4.551167667218926,4.431530829576971,-.1196368376419548,.0004982312165639,1.07863708409e-09
2023m12,4.531941096135601,4.414856779264584,-.1170843168710176,.0003907964690976,6.34877803068e-06
2024m1,4.532097612622484,4.446877606993498,-.0852200056289858,.000146306889346,.0011822587272085
2024m2,4.536685277847817,4.418840607796598,-.1178446700512188,.0004214368003935,3.09522438503e-06
2024m3,4.548206230494304,4.439587745198413,-.1086184852958914,.0001277519583667,.0001206814241436
2024m4,4.551078179572816,4.440177611315912,-.1109005682569038,.0001845474471641,.0000757496376148
2024m5,4.565694620846429,4.438288813682014,-.1274058071644149,.0009054118947556,.0000608682725627
2024m6,4.574209676341562,4.450619426139493,-.1235902502020689,.0006903496705017,.0000158902302876
2024m7,4.581511214118314,4.478699521934143,-.1028116921841713,,
2024m8,4.581963210398142,4.468089645439724,-.1138735649584186,,
2024m9,4.573515644112282,4.462915138407221,-.1106005057050607,,
2024m10,4.587511320223551,4.464527856185625,-.1229834640379259,,
2024m11,4.582142555373226,4.460953335227682,-.1211892201455438,,
2024m12,4.57691429499031,4.455277096413474,-.1216371985768356,,
2025m1,4.578623205793663,4.496805161309966,-.0818180444836969,,
2025m2,4.587285490391682,4.490768925678116,-.0965165647135668,,
2025m3,4.583284783297668,4.523092074952484,-.0601927083451832,,
2025m4,4.595800377067766,4.55744944977668,-.038350927291086,,
2025m5,4.606413207947686,4.582822322324184,-.0235908856235012,,
2025m6,4.608096956895153,4.637346917683312,.0292499607881593,,
2025m7,4.623990227249759,4.668426635623106,.0444364083733468,,
2025m8,4.61479926238744,4.669177315962384,.0543780535749434,,
2025m9,4.614269423370415,4.679163865896418,.0648944425260023,,
