n_papers,dated_2030_n,dated_2030_mean,tax_price_factor,tax_effective_2024_dkk,tax_marginal_2024_dkk,mean,ci_low,ci_high,median,min,max,log_price_gap_effective_120,log_price_gap_low_effective_120,log_price_gap_high_effective_120,log_price_gap_marginal_300,log_price_gap_low_marginal_300,log_price_gap_high_marginal_300,inference
10,2,93.36154777612532,1.04937963491158,125.9255561893896,314.813890473474,160.390009132034,79.50092334747315,366.6254966735843,109.739404435207,52.67479531288593,599.8840343764905,.3340871855715264,.1552747087863932,.6735430045026338,.2777918413154026,.0893721595736382,.6333955959427451,hierarchical SCC; price-bootstrap mapped gaps
