panel,x,y,persistence,taxable_share,incremental_pass_through,beta,beta_low,beta_high,pre_price_dkk_kg,damage_dkk_kg,announcement_dkk_kg,attribution_share,implementation_dkk_kg,remaining_gap_dkk_kg,conf_low,conf_high,sensitivity_low,sensitivity_high
1,0,.06,0,.25,.06,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.1125774472333143,65.80128145886627,65.80128145886627,65.80128145886627,32.55911261640784,150.5557925993472
1,0,.52,0,.25,.52,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.9756712093553906,64.93818769674419,64.93818769674419,64.93818769674419,31.69601885428577,149.6926988372251
4,0,.64,0,1,.64,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,4.803304415288077,61.11055449081152,61.11055449081152,61.11055449081152,27.86838564835308,145.8650656312924
1,0,.5600000000000001,0,.25,.5600000000000001,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.050722840844267,64.86313606525532,64.86313606525532,64.86313606525532,31.62096722279689,149.6176472057362
2,0,.9,0,.5,.9,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.377323416999429,62.53653548910016,62.53653548910016,62.53653548910016,29.29436664664173,147.2910466295811
4,0,.8,0,1,.8,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,6.004130519110096,59.90972838698949,59.90972838698949,59.90972838698949,26.66755954453106,144.6642395274704
4,0,.06,0,1,.06,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.4503097889332572,65.46354911716634,65.46354911716634,65.46354911716634,32.2213802747079,150.2180602576472
1,0,.22,0,.25,.22,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.4127839731888191,65.50107493291077,65.50107493291077,65.50107493291077,32.25890609045234,150.2555860733917
2,0,.12,0,.5,.12,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.4503097889332572,65.46354911716634,65.46354911716634,65.46354911716634,32.2213802747079,150.2180602576472
3,0,.44,0,.75,.44,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,2.476703839132915,63.43715506696667,63.43715506696667,63.43715506696667,30.19498622450824,148.1916662074476
4,0,.44,0,1,.44,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,3.302271785510553,62.61158712058904,62.61158712058904,62.61158712058904,29.36941827813061,147.3660982610699
1,0,.1,0,.25,.1,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.1876290787221905,65.7262298273774,65.7262298273774,65.7262298273774,32.48406098491897,150.4807409678583
2,0,.38,0,.5,.38,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.425980998288648,64.48787790781094,64.48787790781094,64.48787790781094,31.24570906535251,149.2423890482918
1,0,.46,0,.25,.46,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,.8630937621220763,65.05076514397751,65.05076514397751,65.05076514397751,31.80859630151908,149.8052762844584
3,0,.38,0,.75,.38,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,2.138971497432972,63.77488740866662,63.77488740866662,63.77488740866662,30.53271856620819,148.5293985491475
4,0,.76,0,1,.76,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,5.703923993154591,60.209934912945,60.209934912945,60.209934912945,26.96776607048657,144.9644460534259
1,0,0,0,.25,0,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,0,65.91385890609959,65.91385890609959,65.91385890609959,32.67169006364116,150.6683700465805
1,0,.64,0,.25,.64,.0643767291004113,.0019258107,.12682764,147.2494728167993,65.91385890609959,0,1,1.200826103822019,64.71303280227757,64.71303280227757,64.71303280227757,31.47086395981914,149.4675439427585
