term,estimate,std_error,conf_low,conf_high,t_stat,p_value
beef x post,0.3875391766449363,0.20624528123738534,-0.01670157458033894,0.7917799278702116,1.8790208159908606,0.060241650988901385
dairy_cattle x post,0.14522368624676044,0.1601842367239339,-0.16873741773214998,0.4591847902256708,0.906604102980764,0.36461619126047873
lamb_sheep_goat x post,-0.4893567676635016,0.3382225368330972,-1.1522729398563722,0.17355940452936897,-1.4468484928459533,0.14793936167178817
mixed_livestock x post,0.9492049805518548,0.4440518473455529,0.07886335975457104,1.8195466013491384,2.137599440754496,0.03254926717782966
pork x post,0.23234529204337606,0.1573439845581976,-0.07604891769069122,0.5407395017774433,1.476670955650277,0.13976386133417443
